Type,Start,End,Duration,Start Conditions,Start Location,End Conditions,Notes,aStart,aEnd,timeToStart,timeToEnd
feed,2021-09-18T20:40Z,2021-09-18T21:00Z,00:19,00:13R,breast,00:06L,,2021-09-18T11:40Z,2021-09-18T12:00Z,20.666666666666668,21
sleep,2021-09-18T21:00Z,2021-09-19T00:37Z,,,,,,2021-09-18T12:00Z,2021-09-18T15:37Z,21,24.616666666666667
feed,2021-09-19T00:37Z,2021-09-19T01:00Z,00:23,00:23R,breast,,,2021-09-18T15:37Z,2021-09-18T16:00Z,24.616666666666667,25
sleep,2021-09-19T01:00Z,2021-09-19T02:19Z,,,,,,2021-09-18T16:00Z,2021-09-18T17:19Z,25,26.316666666666666
feed,2021-09-19T02:19Z,2021-09-19T02:38Z,00:19,,breast,00:19L,,2021-09-18T17:19Z,2021-09-18T17:38Z,26.316666666666666,26.633333333333333
sleep,2021-09-19T02:38Z,2021-09-19T04:46Z,,,,,,2021-09-18T17:38Z,2021-09-18T19:46Z,26.633333333333333,28.766666666666666
feed,2021-09-19T04:46Z,2021-09-19T05:10Z,00:24,00:24R,breast,,,2021-09-18T19:46Z,2021-09-18T20:10Z,28.766666666666666,29.166666666666668
sleep,2021-09-19T05:10Z,2021-09-19T06:45Z,,,,,,2021-09-18T20:10Z,2021-09-18T21:45Z,29.166666666666668,30.75
feed,2021-09-19T06:45Z,2021-09-19T07:12Z,00:26,00:06R,breast,00:20L,,2021-09-18T21:45Z,2021-09-18T22:12Z,30.75,31.2
sleep,2021-09-19T07:12Z,2021-09-19T09:45Z,,,,,,2021-09-18T22:12Z,2021-09-19T00:45Z,31.2,33.75
feed,2021-09-19T21:15Z,2021-09-19T21:35Z,00:20,00:20R,breast,,,2021-09-19T12:15Z,2021-09-19T12:35Z,21.25,21.583333333333332
sleep,2021-09-19T21:35Z,2021-09-20T00:11Z,,,,,,2021-09-19T12:35Z,2021-09-19T15:11Z,21.583333333333332,24.183333333333334
feed,2021-09-20T00:11Z,2021-09-20T00:44Z,00:32,00:32R,breast,,,2021-09-19T15:11Z,2021-09-19T15:44Z,24.183333333333334,24.733333333333334
sleep,2021-09-20T00:44Z,2021-09-20T00:50Z,,,,,,2021-09-19T15:44Z,2021-09-19T15:50Z,24.733333333333334,24.833333333333332
feed,2021-09-20T00:50Z,2021-09-20T01:07Z,00:17,00:08R,breast,00:08L,,2021-09-19T15:50Z,2021-09-19T16:07Z,24.833333333333332,25.116666666666667
sleep,2021-09-20T01:07Z,2021-09-20T03:21Z,,,,,,2021-09-19T16:07Z,2021-09-19T18:21Z,25.116666666666667,27.35
feed,2021-09-20T03:21Z,2021-09-20T03:34Z,00:13,,breast,00:13L,,2021-09-19T18:21Z,2021-09-19T18:34Z,27.35,27.566666666666666
sleep,2021-09-20T03:34Z,2021-09-20T04:00Z,,,,,,2021-09-19T18:34Z,2021-09-19T19:00Z,27.566666666666666,28
feed,2021-09-20T04:00Z,2021-09-20T04:16Z,00:16,00:08R,breast,00:08L,,2021-09-19T19:00Z,2021-09-19T19:16Z,28,28.266666666666666
sleep,2021-09-20T04:16Z,2021-09-20T06:47Z,,,,,,2021-09-19T19:16Z,2021-09-19T21:47Z,28.266666666666666,30.783333333333335
feed,2021-09-20T06:47Z,2021-09-20T06:59Z,00:12,00:12R,breast,,,2021-09-19T21:47Z,2021-09-19T21:59Z,30.783333333333335,30.983333333333334
feed,2021-09-20T20:44Z,2021-09-20T20:55Z,00:11,00:05R,breast,00:05L,,2021-09-20T11:44Z,2021-09-20T11:55Z,20.733333333333334,20.916666666666668
feed,2021-09-20T20:55Z,2021-09-20T21:07Z,00:12,,breast,00:12L,,2021-09-20T11:55Z,2021-09-20T12:07Z,20.916666666666668,21.116666666666667
sleep,2021-09-20T20:55Z,2021-09-20T20:55Z,,,,,,2021-09-20T11:55Z,2021-09-20T11:55Z,20.916666666666668,20.916666666666668
sleep,2021-09-20T21:07Z,2021-09-21T00:44Z,,,,,,2021-09-20T12:07Z,2021-09-20T15:44Z,21.116666666666667,24.733333333333334
feed,2021-09-21T00:44Z,2021-09-21T00:51Z,00:07,00:07R,breast,,,2021-09-20T15:44Z,2021-09-20T15:51Z,24.733333333333334,24.85
sleep,2021-09-21T00:51Z,2021-09-21T03:01Z,,,,,,2021-09-20T15:51Z,2021-09-20T18:01Z,24.85,27.016666666666666
feed,2021-09-21T03:01Z,2021-09-21T03:19Z,00:18,00:06R,breast,00:11L,,2021-09-20T18:01Z,2021-09-20T18:19Z,27.016666666666666,27.316666666666666
sleep,2021-09-21T03:19Z,2021-09-21T05:19Z,,,,,,2021-09-20T18:19Z,2021-09-20T20:19Z,27.316666666666666,29.316666666666666
feed,2021-09-21T05:19Z,2021-09-21T05:29Z,00:10,00:10R,breast,,,2021-09-20T20:19Z,2021-09-20T20:29Z,29.316666666666666,29.483333333333334
sleep,2021-09-21T05:29Z,2021-09-21T06:50Z,,,,,,2021-09-20T20:29Z,2021-09-20T21:50Z,29.483333333333334,30.833333333333332
feed,2021-09-21T06:50Z,2021-09-21T07:27Z,00:37,00:12R,breast,00:24L,,2021-09-20T21:50Z,2021-09-20T22:27Z,30.833333333333332,31.45
feed,2021-09-21T21:58Z,2021-09-21T22:08Z,00:10,00:10R,breast,,,2021-09-21T12:58Z,2021-09-21T13:08Z,21.966666666666665,22.133333333333333
sleep,2021-09-21T22:08Z,2021-09-22T02:14Z,,,,,,2021-09-21T13:08Z,2021-09-21T17:14Z,22.133333333333333,26.233333333333334
feed,2021-09-22T02:14Z,2021-09-22T02:34Z,00:20,,breast,00:20L,,2021-09-21T17:14Z,2021-09-21T17:34Z,26.233333333333334,26.566666666666666
sleep,2021-09-22T02:34Z,2021-09-22T05:08Z,,,,,,2021-09-21T17:34Z,2021-09-21T20:08Z,26.566666666666666,29.133333333333333
feed,2021-09-22T05:08Z,2021-09-22T05:26Z,00:18,00:18R,breast,,,2021-09-21T20:08Z,2021-09-21T20:26Z,29.133333333333333,29.433333333333334
sleep,2021-09-22T05:26Z,2021-09-22T06:29Z,,,,,,2021-09-21T20:26Z,2021-09-21T21:29Z,29.433333333333334,30.483333333333334
feed,2021-09-22T06:29Z,2021-09-22T06:44Z,00:15,00:15R,breast,,,2021-09-21T21:29Z,2021-09-21T21:44Z,30.483333333333334,30.733333333333334
feed,2021-09-22T21:34Z,2021-09-22T22:00Z,00:26,00:23R,breast,00:03L,,2021-09-22T12:34Z,2021-09-22T13:00Z,21.566666666666666,22
sleep,2021-09-22T22:00Z,2021-09-23T01:39Z,,,,,,2021-09-22T13:00Z,2021-09-22T16:39Z,22,25.65
feed,2021-09-23T01:39Z,2021-09-23T02:04Z,00:24,00:11R,breast,00:13L,,2021-09-22T16:39Z,2021-09-22T17:04Z,25.65,26.066666666666666
sleep,2021-09-23T02:04Z,2021-09-23T04:10Z,,,,,,2021-09-22T17:04Z,2021-09-22T19:10Z,26.066666666666666,28.166666666666668
feed,2021-09-23T04:10Z,2021-09-23T04:43Z,00:32,00:13R,breast,00:19L,,2021-09-22T19:10Z,2021-09-22T19:43Z,28.166666666666668,28.716666666666665
sleep,2021-09-23T04:43Z,2021-09-23T07:09Z,,,,,,2021-09-22T19:43Z,2021-09-22T22:09Z,28.716666666666665,31.15
feed,2021-09-23T07:09Z,2021-09-23T07:41Z,00:31,00:21R,breast,00:10L,,2021-09-22T22:09Z,2021-09-22T22:41Z,31.15,31.683333333333334
feed,2021-09-23T22:06Z,2021-09-23T22:28Z,00:21,00:21R,breast,,,2021-09-23T13:06Z,2021-09-23T13:28Z,22.1,22.466666666666665
sleep,2021-09-23T22:28Z,2021-09-24T01:25Z,,,,,,2021-09-23T13:28Z,2021-09-23T16:25Z,22.466666666666665,25.416666666666668
feed,2021-09-24T01:25Z,2021-09-24T01:36Z,00:11,00:11R,breast,,,2021-09-23T16:25Z,2021-09-23T16:36Z,25.416666666666668,25.6
sleep,2021-09-24T01:36Z,2021-09-24T03:32Z,,,,,,2021-09-23T16:36Z,2021-09-23T18:32Z,25.6,27.533333333333335
feed,2021-09-24T03:32Z,2021-09-24T03:47Z,00:15,,breast,00:15L,,2021-09-23T18:32Z,2021-09-23T18:47Z,27.533333333333335,27.783333333333335
sleep,2021-09-24T03:47Z,2021-09-24T06:07Z,,,,,,2021-09-23T18:47Z,2021-09-23T21:07Z,27.783333333333335,30.116666666666667
feed,2021-09-24T06:07Z,2021-09-24T06:55Z,00:47,00:47R,breast,,,2021-09-23T21:07Z,2021-09-23T21:55Z,30.116666666666667,30.916666666666668
feed,2021-09-24T21:00Z,2021-09-24T21:32Z,00:32,00:24R,breast,00:07L,,2021-09-24T12:00Z,2021-09-24T12:32Z,21,21.533333333333335
sleep,2021-09-24T21:32Z,2021-09-25T00:45Z,,,,,,2021-09-24T12:32Z,2021-09-24T15:45Z,21.533333333333335,24.75
feed,2021-09-25T00:45Z,2021-09-25T01:06Z,00:21,00:21R,breast,,,2021-09-24T15:45Z,2021-09-24T16:06Z,24.75,25.1
sleep,2021-09-25T01:06Z,2021-09-25T03:13Z,,,,,,2021-09-24T16:06Z,2021-09-24T18:13Z,25.1,27.216666666666665
feed,2021-09-25T03:13Z,2021-09-25T03:27Z,00:14,,breast,00:14L,,2021-09-24T18:13Z,2021-09-24T18:27Z,27.216666666666665,27.45
sleep,2021-09-25T03:27Z,2021-09-25T05:09Z,,,,,,2021-09-24T18:27Z,2021-09-24T20:09Z,27.45,29.15
feed,2021-09-25T05:09Z,2021-09-25T05:32Z,00:23,00:23R,breast,,,2021-09-24T20:09Z,2021-09-24T20:32Z,29.15,29.533333333333335
sleep,2021-09-25T05:32Z,2021-09-25T06:45Z,,,,,,2021-09-24T20:32Z,2021-09-24T21:45Z,29.533333333333335,30.75
feed,2021-09-25T06:45Z,2021-09-25T06:58Z,00:13,00:06R,breast,00:06L,,2021-09-24T21:45Z,2021-09-24T21:58Z,30.75,30.966666666666665
feed,2021-09-25T19:33Z,2021-09-25T20:12Z,00:38,00:19R,breast,00:19L,,2021-09-25T10:33Z,2021-09-25T11:12Z,19.55,20.2
sleep,2021-09-25T20:12Z,2021-09-25T23:27Z,,,,,,2021-09-25T11:12Z,2021-09-25T14:27Z,20.2,23.45
feed,2021-09-25T23:27Z,2021-09-26T00:03Z,00:36,00:32R,breast,00:04L,,2021-09-25T14:27Z,2021-09-25T15:03Z,23.45,24.05
sleep,2021-09-26T00:03Z,2021-09-26T02:23Z,,,,,,2021-09-25T15:03Z,2021-09-25T17:23Z,24.05,26.383333333333333
feed,2021-09-26T02:23Z,2021-09-26T02:40Z,00:17,00:17R,breast,,,2021-09-25T17:23Z,2021-09-25T17:40Z,26.383333333333333,26.666666666666668
sleep,2021-09-26T02:40Z,2021-09-26T03:48Z,,,,,,2021-09-25T17:40Z,2021-09-25T18:48Z,26.666666666666668,27.8
feed,2021-09-26T03:48Z,2021-09-26T04:02Z,00:13,,breast,00:13L,,2021-09-25T18:48Z,2021-09-25T19:02Z,27.8,28.033333333333335
sleep,2021-09-26T04:02Z,2021-09-26T04:38Z,,,,,,2021-09-25T19:02Z,2021-09-25T19:38Z,28.033333333333335,28.633333333333333
feed,2021-09-26T04:38Z,2021-09-26T04:49Z,00:10,00:10R,breast,,,2021-09-25T19:38Z,2021-09-25T19:49Z,28.633333333333333,28.816666666666666
sleep,2021-09-26T04:49Z,2021-09-26T07:48Z,,,,,,2021-09-25T19:49Z,2021-09-25T22:48Z,28.816666666666666,31.8
feed,2021-09-26T07:48Z,2021-09-26T08:04Z,00:16,00:16R,breast,,,2021-09-25T22:48Z,2021-09-25T23:04Z,31.8,32.06666666666667
feed,2021-09-26T22:07Z,2021-09-26T22:35Z,00:28,00:10R,breast,00:18L,,2021-09-26T13:07Z,2021-09-26T13:35Z,22.116666666666667,22.583333333333332
sleep,2021-09-26T22:35Z,2021-09-27T01:43Z,,,,,,2021-09-26T13:35Z,2021-09-26T16:43Z,22.583333333333332,25.716666666666665
feed,2021-09-27T01:43Z,2021-09-27T02:46Z,01:03,00:50R,breast,00:13L,,2021-09-26T16:43Z,2021-09-26T17:46Z,25.716666666666665,26.766666666666666
sleep,2021-09-27T02:46Z,2021-09-27T03:00Z,,,,,,2021-09-26T17:46Z,2021-09-26T18:00Z,26.766666666666666,27
feed,2021-09-27T03:00Z,2021-09-27T03:23Z,00:23,00:11R,breast,00:11L,,2021-09-26T18:00Z,2021-09-26T18:23Z,27,27.383333333333333
sleep,2021-09-27T03:23Z,2021-09-27T06:38Z,,,,,,2021-09-26T18:23Z,2021-09-26T21:38Z,27.383333333333333,30.633333333333333
feed,2021-09-27T06:38Z,2021-09-27T07:01Z,00:23,00:08R,breast,00:14L,,2021-09-26T21:38Z,2021-09-26T22:01Z,30.633333333333333,31.016666666666666
feed,2021-09-27T21:00Z,2021-09-27T21:35Z,00:35,00:23R,breast,00:12L,,2021-09-27T12:00Z,2021-09-27T12:35Z,21,21.583333333333332
sleep,2021-09-27T21:35Z,2021-09-28T00:11Z,,,,,,2021-09-27T12:35Z,2021-09-27T15:11Z,21.583333333333332,24.183333333333334
feed,2021-09-28T00:11Z,2021-09-28T00:27Z,00:15,00:15R,breast,,,2021-09-27T15:11Z,2021-09-27T15:27Z,24.183333333333334,24.45
sleep,2021-09-28T00:27Z,2021-09-28T02:15Z,,,,,,2021-09-27T15:27Z,2021-09-27T17:15Z,24.45,26.25
feed,2021-09-28T02:15Z,2021-09-28T02:20Z,00:04,,breast,00:04L,,2021-09-27T17:15Z,2021-09-27T17:20Z,26.25,26.333333333333332
sleep,2021-09-28T02:20Z,2021-09-28T03:28Z,,,,,,2021-09-27T17:20Z,2021-09-27T18:28Z,26.333333333333332,27.466666666666665
feed,2021-09-28T03:28Z,2021-09-28T04:04Z,00:36,00:36R,breast,,,2021-09-27T18:28Z,2021-09-27T19:04Z,27.466666666666665,28.066666666666666
feed,2021-09-28T04:00Z,2021-09-28T04:29Z,00:29,00:14R,breast,00:14L,,2021-09-27T19:00Z,2021-09-27T19:29Z,28,28.483333333333334
sleep,2021-09-28T04:04Z,2021-09-28T04:00Z,,,,,,2021-09-27T19:04Z,2021-09-27T19:00Z,28.066666666666666,28
sleep,2021-09-28T04:29Z,2021-09-28T05:49Z,,,,,,2021-09-27T19:29Z,2021-09-27T20:49Z,28.483333333333334,29.816666666666666
feed,2021-09-28T05:49Z,2021-09-28T05:54Z,00:05,00:05R,breast,,,2021-09-27T20:49Z,2021-09-27T20:54Z,29.816666666666666,29.9
sleep,2021-09-28T05:54Z,2021-09-28T06:36Z,,,,,,2021-09-27T20:54Z,2021-09-27T21:36Z,29.9,30.6
feed,2021-09-28T06:36Z,2021-09-28T06:53Z,00:17,00:08R,breast,00:08L,,2021-09-27T21:36Z,2021-09-27T21:53Z,30.6,30.883333333333333
feed,2021-09-28T20:18Z,2021-09-28T21:19Z,01:01,00:28R,breast,00:33L,,2021-09-28T11:18Z,2021-09-28T12:19Z,20.3,21.316666666666666
sleep,2021-09-28T21:19Z,2021-09-29T00:14Z,,,,,,2021-09-28T12:19Z,2021-09-28T15:14Z,21.316666666666666,24.233333333333334
feed,2021-09-29T00:14Z,2021-09-29T00:26Z,00:11,00:11R,breast,,,2021-09-28T15:14Z,2021-09-28T15:26Z,24.233333333333334,24.433333333333334
sleep,2021-09-29T00:26Z,2021-09-29T01:35Z,,,,,,2021-09-28T15:26Z,2021-09-28T16:35Z,24.433333333333334,25.583333333333332
feed,2021-09-29T01:35Z,2021-09-29T01:44Z,00:09,,breast,00:09L,,2021-09-28T16:35Z,2021-09-28T16:44Z,25.583333333333332,25.733333333333334
sleep,2021-09-29T01:44Z,2021-09-29T02:59Z,,,,,,2021-09-28T16:44Z,2021-09-28T17:59Z,25.733333333333334,26.983333333333334
feed,2021-09-29T02:59Z,2021-09-29T03:13Z,00:13,,breast,00:13L,,2021-09-28T17:59Z,2021-09-28T18:13Z,26.983333333333334,27.216666666666665
sleep,2021-09-29T03:13Z,2021-09-29T03:26Z,,,,,,2021-09-28T18:13Z,2021-09-28T18:26Z,27.216666666666665,27.433333333333334
feed,2021-09-29T03:26Z,2021-09-29T03:38Z,00:12,00:12R,breast,,,2021-09-28T18:26Z,2021-09-28T18:38Z,27.433333333333334,27.633333333333333
sleep,2021-09-29T03:38Z,2021-09-29T04:39Z,,,,,,2021-09-28T18:38Z,2021-09-28T19:39Z,27.633333333333333,28.65
feed,2021-09-29T04:39Z,2021-09-29T04:46Z,00:06,,breast,00:06L,,2021-09-28T19:39Z,2021-09-28T19:46Z,28.65,28.766666666666666
sleep,2021-09-29T04:46Z,2021-09-29T06:12Z,,,,,,2021-09-28T19:46Z,2021-09-28T21:12Z,28.766666666666666,30.2
feed,2021-09-29T06:12Z,2021-09-29T06:30Z,00:18,00:06R,breast,00:11L,,2021-09-28T21:12Z,2021-09-28T21:30Z,30.2,30.5
sleep,2021-09-29T06:30Z,2021-09-29T07:40Z,,,,,,2021-09-28T21:30Z,2021-09-28T22:40Z,30.5,31.666666666666668
feed,2021-09-29T07:40Z,2021-09-29T07:54Z,00:13,00:13R,breast,,,2021-09-28T22:40Z,2021-09-28T22:54Z,31.666666666666668,31.9
feed,2021-09-29T20:00Z,2021-09-29T20:42Z,00:41,00:41R,breast,,,2021-09-29T11:00Z,2021-09-29T11:42Z,20,20.7
sleep,2021-09-29T20:42Z,2021-09-29T21:22Z,,,,,,2021-09-29T11:42Z,2021-09-29T12:22Z,20.7,21.366666666666667
feed,2021-09-29T21:22Z,2021-09-29T21:31Z,00:08,,breast,00:08L,,2021-09-29T12:22Z,2021-09-29T12:31Z,21.366666666666667,21.516666666666666
sleep,2021-09-29T21:31Z,2021-09-29T21:46Z,,,,,,2021-09-29T12:31Z,2021-09-29T12:46Z,21.516666666666666,21.766666666666666
feed,2021-09-29T21:46Z,2021-09-29T21:58Z,00:12,00:12R,breast,,,2021-09-29T12:46Z,2021-09-29T12:58Z,21.766666666666666,21.966666666666665
sleep,2021-09-29T21:58Z,2021-09-29T22:49Z,,,,,,2021-09-29T12:58Z,2021-09-29T13:49Z,21.966666666666665,22.816666666666666
feed,2021-09-29T22:49Z,2021-09-29T22:58Z,00:08,00:08R,breast,,,2021-09-29T13:49Z,2021-09-29T13:58Z,22.816666666666666,22.966666666666665
sleep,2021-09-29T22:58Z,2021-09-30T01:34Z,,,,,,2021-09-29T13:58Z,2021-09-29T16:34Z,22.966666666666665,25.566666666666666
feed,2021-09-30T01:34Z,2021-09-30T01:48Z,00:13,,breast,00:13L,,2021-09-29T16:34Z,2021-09-29T16:48Z,25.566666666666666,25.8
sleep,2021-09-30T01:48Z,2021-09-30T03:29Z,,,,,,2021-09-29T16:48Z,2021-09-29T18:29Z,25.8,27.483333333333334
feed,2021-09-30T03:29Z,2021-09-30T03:35Z,00:06,00:06R,breast,,,2021-09-29T18:29Z,2021-09-29T18:35Z,27.483333333333334,27.583333333333332
sleep,2021-09-30T03:35Z,2021-09-30T04:46Z,,,,,,2021-09-29T18:35Z,2021-09-29T19:46Z,27.583333333333332,28.766666666666666
feed,2021-09-30T04:46Z,2021-09-30T05:00Z,00:13,00:13R,breast,,,2021-09-29T19:46Z,2021-09-29T20:00Z,28.766666666666666,29
sleep,2021-09-30T05:00Z,2021-09-30T06:22Z,,,,,,2021-09-29T20:00Z,2021-09-29T21:22Z,29,30.366666666666667
feed,2021-09-30T06:22Z,2021-09-30T06:40Z,00:18,,breast,00:18L,,2021-09-29T21:22Z,2021-09-29T21:40Z,30.366666666666667,30.666666666666668
feed,2021-09-30T20:34Z,2021-09-30T20:50Z,00:15,,breast,00:15L,,2021-09-30T11:34Z,2021-09-30T11:50Z,20.566666666666666,20.833333333333332
sleep,2021-09-30T20:50Z,2021-10-01T00:20Z,,,,,,2021-09-30T11:50Z,2021-09-30T15:20Z,20.833333333333332,24.333333333333332
feed,2021-10-01T00:20Z,2021-10-01T00:48Z,00:28,00:20R,breast,00:07L,,2021-09-30T15:20Z,2021-09-30T15:48Z,24.333333333333332,24.8
sleep,2021-10-01T00:48Z,2021-10-01T04:31Z,,,,,,2021-09-30T15:48Z,2021-09-30T19:31Z,24.8,28.516666666666666
feed,2021-10-01T04:31Z,2021-10-01T04:56Z,00:25,,breast,00:25L,,2021-09-30T19:31Z,2021-09-30T19:56Z,28.516666666666666,28.933333333333334
sleep,2021-10-01T04:56Z,2021-10-01T06:27Z,,,,,,2021-09-30T19:56Z,2021-09-30T21:27Z,28.933333333333334,30.45
feed,2021-10-01T06:27Z,2021-10-01T06:47Z,00:20,00:10R,breast,00:10L,,2021-09-30T21:27Z,2021-09-30T21:47Z,30.45,30.783333333333335
feed,2021-10-01T21:57Z,2021-10-01T22:09Z,00:12,00:12R,breast,,,2021-10-01T12:57Z,2021-10-01T13:09Z,21.95,22.15
sleep,2021-10-01T22:09Z,2021-10-02T00:41Z,,,,,,2021-10-01T13:09Z,2021-10-01T15:41Z,22.15,24.683333333333334
feed,2021-10-02T00:41Z,2021-10-02T01:00Z,00:18,,breast,00:18L,,2021-10-01T15:41Z,2021-10-01T16:00Z,24.683333333333334,25
sleep,2021-10-02T01:00Z,2021-10-02T03:27Z,,,,,,2021-10-01T16:00Z,2021-10-01T18:27Z,25,27.45
feed,2021-10-02T03:27Z,2021-10-02T03:33Z,00:06,00:06R,breast,,,2021-10-01T18:27Z,2021-10-01T18:33Z,27.45,27.55
sleep,2021-10-02T03:33Z,2021-10-02T04:41Z,,,,,,2021-10-01T18:33Z,2021-10-01T19:41Z,27.55,28.683333333333334
feed,2021-10-02T04:41Z,2021-10-02T04:56Z,00:14,,breast,00:14L,,2021-10-01T19:41Z,2021-10-01T19:56Z,28.683333333333334,28.933333333333334
sleep,2021-10-02T04:56Z,2021-10-02T05:55Z,,,,,,2021-10-01T19:56Z,2021-10-01T20:55Z,28.933333333333334,29.916666666666668
feed,2021-10-02T05:55Z,2021-10-02T06:05Z,00:10,00:05R,breast,00:05L,,2021-10-01T20:55Z,2021-10-01T21:05Z,29.916666666666668,30.083333333333332
feed,2021-10-03T00:20Z,2021-10-03T00:32Z,00:12,00:12R,breast,,,2021-10-02T15:20Z,2021-10-02T15:32Z,24.333333333333332,24.533333333333335
sleep,2021-10-03T00:32Z,2021-10-03T02:42Z,,,,,,2021-10-02T15:32Z,2021-10-02T17:42Z,24.533333333333335,26.7
feed,2021-10-03T02:42Z,2021-10-03T02:56Z,00:14,,breast,00:14L,,2021-10-02T17:42Z,2021-10-02T17:56Z,26.7,26.933333333333334
sleep,2021-10-03T02:56Z,2021-10-03T04:38Z,,,,,,2021-10-02T17:56Z,2021-10-02T19:38Z,26.933333333333334,28.633333333333333
feed,2021-10-03T04:38Z,2021-10-03T04:48Z,00:10,00:10R,breast,,,2021-10-02T19:38Z,2021-10-02T19:48Z,28.633333333333333,28.8
sleep,2021-10-03T04:48Z,2021-10-03T06:52Z,,,,,,2021-10-02T19:48Z,2021-10-02T21:52Z,28.8,30.866666666666667
feed,2021-10-03T06:52Z,2021-10-03T06:58Z,00:06,,breast,00:06L,,2021-10-02T21:52Z,2021-10-02T21:58Z,30.866666666666667,30.966666666666665
sleep,2021-10-03T06:58Z,2021-10-03T08:03Z,,,,,,2021-10-02T21:58Z,2021-10-02T23:03Z,30.966666666666665,32.05
feed,2021-10-03T08:03Z,2021-10-03T08:23Z,00:20,00:00R,breast,00:19L,,2021-10-02T23:03Z,2021-10-02T23:23Z,32.05,32.38333333333333
sleep,2021-10-03T19:10Z,2021-10-03T22:59Z,,,,,,2021-10-03T10:10Z,2021-10-03T13:59Z,19.166666666666668,22.983333333333334
feed,2021-10-03T22:59Z,2021-10-03T23:08Z,00:08,00:08R,breast,,,2021-10-03T13:59Z,2021-10-03T14:08Z,22.983333333333334,23.133333333333333
sleep,2021-10-03T23:08Z,2021-10-04T01:59Z,,,,,,2021-10-03T14:08Z,2021-10-03T16:59Z,23.133333333333333,25.983333333333334
feed,2021-10-04T01:59Z,2021-10-04T02:29Z,00:29,00:10R,breast,00:18L,,2021-10-03T16:59Z,2021-10-03T17:29Z,25.983333333333334,26.483333333333334
sleep,2021-10-04T02:29Z,2021-10-04T04:36Z,,,,,,2021-10-03T17:29Z,2021-10-03T19:36Z,26.483333333333334,28.6
feed,2021-10-04T04:36Z,2021-10-04T04:48Z,00:12,00:12R,breast,,,2021-10-03T19:36Z,2021-10-03T19:48Z,28.6,28.8
feed,2021-10-04T05:47Z,2021-10-04T05:56Z,00:09,00:09R,breast,,,2021-10-03T20:47Z,2021-10-03T20:56Z,29.783333333333335,29.933333333333334
feed,2021-10-04T06:03Z,2021-10-04T06:09Z,00:06,00:03R,breast,00:03L,,2021-10-03T21:03Z,2021-10-03T21:09Z,30.05,30.15
feed,2021-10-04T07:32Z,2021-10-04T08:02Z,00:29,00:15R,breast,00:14L,,2021-10-03T22:32Z,2021-10-03T23:02Z,31.533333333333335,32.03333333333333
sleep,2021-10-04T20:56Z,2021-10-05T00:29Z,3:33,,,,,2021-10-04T11:56Z,2021-10-04T15:29Z,20.933333333333334,24.483333333333334
feed,2021-10-05T00:30Z,2021-10-05T00:43Z,00:13,00:13R,breast,,,2021-10-04T15:30Z,2021-10-04T15:43Z,24.5,24.716666666666665
feed,2021-10-05T00:45Z,2021-10-05T00:56Z,00:11,00:05R,breast,00:05L,,2021-10-04T15:45Z,2021-10-04T15:56Z,24.75,24.933333333333334
sleep,2021-10-05T00:55Z,2021-10-05T04:08Z,3:12,,,,,2021-10-04T15:55Z,2021-10-04T19:08Z,24.916666666666668,28.133333333333333
feed,2021-10-05T04:08Z,2021-10-05T04:27Z,00:18,,breast,00:18L,,2021-10-04T19:08Z,2021-10-04T19:27Z,28.133333333333333,28.45
sleep,2021-10-05T04:27Z,2021-10-05T07:01Z,2:34,,,,,2021-10-04T19:27Z,2021-10-04T22:01Z,28.45,31.016666666666666
feed,2021-10-05T20:30Z,2021-10-05T20:50Z,00:20,00:10R,breast,00:10L,,2021-10-05T11:30Z,2021-10-05T11:50Z,20.5,20.833333333333332
sleep,2021-10-05T21:39Z,2021-10-06T01:02Z,3:23,,,,,2021-10-05T12:39Z,2021-10-05T16:02Z,21.65,25.033333333333335
feed,2021-10-06T01:03Z,2021-10-06T01:20Z,00:17,00:07R,breast,00:09L,,2021-10-05T16:03Z,2021-10-05T16:20Z,25.05,25.333333333333332
sleep,2021-10-06T01:20Z,2021-10-06T05:08Z,3:47,,,,,2021-10-05T16:20Z,2021-10-05T20:08Z,25.333333333333332,29.133333333333333
feed,2021-10-06T05:10Z,2021-10-06T05:30Z,00:20,00:06R,breast,00:13L,,2021-10-05T20:10Z,2021-10-05T20:30Z,29.166666666666668,29.5
sleep,2021-10-06T05:33Z,2021-10-06T07:11Z,1:37,,,,,2021-10-05T20:33Z,2021-10-05T22:11Z,29.55,31.183333333333334
sleep,2021-10-06T20:00Z,2021-10-06T22:35Z,2:35,,,,,2021-10-06T11:00Z,2021-10-06T13:35Z,20,22.583333333333332
feed,2021-10-06T22:35Z,2021-10-06T22:57Z,00:21,00:07R,breast,00:14L,,2021-10-06T13:35Z,2021-10-06T13:57Z,22.583333333333332,22.95
sleep,2021-10-06T22:57Z,2021-10-07T02:42Z,3:45,,,,,2021-10-06T13:57Z,2021-10-06T17:42Z,22.95,26.7
feed,2021-10-07T02:44Z,2021-10-07T03:05Z,00:20,00:11R,breast,00:08L,,2021-10-06T17:44Z,2021-10-06T18:05Z,26.733333333333334,27.083333333333332
sleep,2021-10-07T03:05Z,2021-10-07T06:03Z,2:58,,,,,2021-10-06T18:05Z,2021-10-06T21:03Z,27.083333333333332,30.05
feed,2021-10-07T06:03Z,2021-10-07T06:13Z,00:10,00:10R,breast,,,2021-10-06T21:03Z,2021-10-06T21:13Z,30.05,30.216666666666665
