Type,Start,End,Duration,Start Conditions,Start Location,End Conditions,Notes,aStart,aEnd,timeToStart,timeToEnd
sleep,2021-08-29T23:56Z,2021-08-30T02:17Z,,,,,,2021-08-29T14:56Z,2021-08-29T17:17Z,23.933333333333334,26.283333333333335
feed,2021-08-30T02:17Z,2021-08-30T02:34Z,00:17,00:17R,breast,,,2021-08-29T17:17Z,2021-08-29T17:34Z,26.283333333333335,26.566666666666666
sleep,2021-08-30T02:34Z,2021-08-30T02:47Z,,,,,,2021-08-29T17:34Z,2021-08-29T17:47Z,26.566666666666666,26.783333333333335
feed,2021-08-30T02:47Z,2021-08-30T03:01Z,00:14,,breast,00:14L,,2021-08-29T17:47Z,2021-08-29T18:01Z,26.783333333333335,27.016666666666666
sleep,2021-08-30T03:01Z,2021-08-30T03:07Z,,,,,,2021-08-29T18:01Z,2021-08-29T18:07Z,27.016666666666666,27.116666666666667
feed,2021-08-30T03:07Z,2021-08-30T03:13Z,00:05,00:05R,breast,,,2021-08-29T18:07Z,2021-08-29T18:13Z,27.116666666666667,27.216666666666665
sleep,2021-08-30T03:13Z,2021-08-30T03:37Z,,,,,,2021-08-29T18:13Z,2021-08-29T18:37Z,27.216666666666665,27.616666666666667
feed,2021-08-30T03:37Z,2021-08-30T03:49Z,00:12,,breast,00:12L,,2021-08-29T18:37Z,2021-08-29T18:49Z,27.616666666666667,27.816666666666666
sleep,2021-08-30T03:49Z,2021-08-30T04:55Z,,,,,,2021-08-29T18:49Z,2021-08-29T19:55Z,27.816666666666666,28.916666666666668
feed,2021-08-30T04:55Z,2021-08-30T05:03Z,00:07,00:07R,breast,,,2021-08-29T19:55Z,2021-08-29T20:03Z,28.916666666666668,29.05
sleep,2021-08-30T05:03Z,2021-08-30T05:27Z,,,,,,2021-08-29T20:03Z,2021-08-29T20:27Z,29.05,29.45
feed,2021-08-30T05:27Z,2021-08-30T05:44Z,00:16,,breast,00:16L,,2021-08-29T20:27Z,2021-08-29T20:44Z,29.45,29.733333333333334
sleep,2021-08-30T05:44Z,2021-08-30T05:52Z,,,,,,2021-08-29T20:44Z,2021-08-29T20:52Z,29.733333333333334,29.866666666666667
feed,2021-08-30T05:52Z,2021-08-30T05:58Z,00:06,00:06R,breast,,,2021-08-29T20:52Z,2021-08-29T20:58Z,29.866666666666667,29.966666666666665
sleep,2021-08-30T05:58Z,2021-08-30T09:01Z,,,,,,2021-08-29T20:58Z,2021-08-30T00:01Z,29.966666666666665,33.016666666666666
sleep,2021-08-30T19:04Z,2021-08-30T20:38Z,,,,,,2021-08-30T10:04Z,2021-08-30T11:38Z,19.066666666666666,20.633333333333333
feed,2021-08-30T20:38Z,2021-08-30T20:52Z,00:14,00:14R,breast,,,2021-08-30T11:38Z,2021-08-30T11:52Z,20.633333333333333,20.866666666666667
sleep,2021-08-30T20:52Z,2021-08-30T20:58Z,,,,,,2021-08-30T11:52Z,2021-08-30T11:58Z,20.866666666666667,20.966666666666665
feed,2021-08-30T20:58Z,2021-08-30T21:04Z,00:05,,breast,00:05L,,2021-08-30T11:58Z,2021-08-30T12:04Z,20.966666666666665,21.066666666666666
sleep,2021-08-30T21:04Z,2021-08-30T21:36Z,,,,,,2021-08-30T12:04Z,2021-08-30T12:36Z,21.066666666666666,21.6
feed,2021-08-30T21:36Z,2021-08-30T21:45Z,00:09,00:09R,breast,,,2021-08-30T12:36Z,2021-08-30T12:45Z,21.6,21.75
sleep,2021-08-30T21:45Z,2021-08-30T22:57Z,,,,,,2021-08-30T12:45Z,2021-08-30T13:57Z,21.75,22.95
feed,2021-08-30T22:57Z,2021-08-30T23:19Z,00:22,,breast,00:22L,,2021-08-30T13:57Z,2021-08-30T14:19Z,22.95,23.316666666666666
sleep,2021-08-30T23:19Z,2021-08-30T23:26Z,,,,,,2021-08-30T14:19Z,2021-08-30T14:26Z,23.316666666666666,23.433333333333334
feed,2021-08-30T23:26Z,2021-08-30T23:33Z,00:06,00:06R,breast,,,2021-08-30T14:26Z,2021-08-30T14:33Z,23.433333333333334,23.55
sleep,2021-08-30T23:33Z,2021-08-30T23:43Z,,,,,,2021-08-30T14:33Z,2021-08-30T14:43Z,23.55,23.716666666666665
feed,2021-08-30T23:43Z,2021-08-30T23:54Z,00:11,00:11R,breast,,,2021-08-30T14:43Z,2021-08-30T14:54Z,23.716666666666665,23.9
sleep,2021-08-30T23:54Z,2021-08-31T00:10Z,,,,,,2021-08-30T14:54Z,2021-08-30T15:10Z,23.9,24.166666666666668
feed,2021-08-31T00:10Z,2021-08-31T00:36Z,00:25,,breast,00:25L,,2021-08-30T15:10Z,2021-08-30T15:36Z,24.166666666666668,24.6
sleep,2021-08-31T00:36Z,2021-08-31T04:49Z,,,,,,2021-08-30T15:36Z,2021-08-30T19:49Z,24.6,28.816666666666666
feed,2021-08-31T04:49Z,2021-08-31T05:01Z,00:12,00:12R,breast,,,2021-08-30T19:49Z,2021-08-30T20:01Z,28.816666666666666,29.016666666666666
sleep,2021-08-31T05:01Z,2021-08-31T07:25Z,,,,,,2021-08-30T20:01Z,2021-08-30T22:25Z,29.016666666666666,31.416666666666668
feed,2021-08-31T07:25Z,2021-08-31T07:49Z,00:23,,breast,00:23L,,2021-08-30T22:25Z,2021-08-30T22:49Z,31.416666666666668,31.816666666666666
sleep,2021-08-31T07:49Z,2021-08-31T08:57Z,,,,,,2021-08-30T22:49Z,2021-08-30T23:57Z,31.816666666666666,32.95
feed,2021-08-31T08:57Z,2021-08-31T09:13Z,00:16,00:16R,breast,,,2021-08-30T23:57Z,2021-08-31T00:13Z,32.95,33.21666666666667
sleep,2021-08-31T19:06Z,2021-08-31T21:48Z,,,,,,2021-08-31T10:06Z,2021-08-31T12:48Z,19.1,21.8
feed,2021-08-31T21:48Z,2021-08-31T23:01Z,01:12,00:43R,breast,00:29L,,2021-08-31T12:48Z,2021-08-31T14:01Z,21.8,23.016666666666666
sleep,2021-08-31T23:01Z,2021-08-31T23:41Z,,,,,,2021-08-31T14:01Z,2021-08-31T14:41Z,23.016666666666666,23.683333333333334
feed,2021-08-31T23:41Z,2021-08-31T23:50Z,00:09,,breast,00:09L,,2021-08-31T14:41Z,2021-08-31T14:50Z,23.683333333333334,23.833333333333332
sleep,2021-08-31T23:50Z,2021-09-01T00:10Z,,,,,,2021-08-31T14:50Z,2021-08-31T15:10Z,23.833333333333332,24.166666666666668
feed,2021-09-01T00:10Z,2021-09-01T00:19Z,00:09,00:09R,breast,,,2021-08-31T15:10Z,2021-08-31T15:19Z,24.166666666666668,24.316666666666666
sleep,2021-09-01T00:19Z,2021-09-01T02:44Z,,,,,,2021-08-31T15:19Z,2021-08-31T17:44Z,24.316666666666666,26.733333333333334
feed,2021-09-01T02:44Z,2021-09-01T02:56Z,00:12,00:12R,breast,,,2021-08-31T17:44Z,2021-08-31T17:56Z,26.733333333333334,26.933333333333334
sleep,2021-09-01T02:56Z,2021-09-01T03:25Z,,,,,,2021-08-31T17:56Z,2021-08-31T18:25Z,26.933333333333334,27.416666666666668
feed,2021-09-01T03:25Z,2021-09-01T03:45Z,00:20,,breast,00:20L,,2021-08-31T18:25Z,2021-08-31T18:45Z,27.416666666666668,27.75
sleep,2021-09-01T03:45Z,2021-09-01T06:25Z,,,,,,2021-08-31T18:45Z,2021-08-31T21:25Z,27.75,30.416666666666668
feed,2021-09-01T06:25Z,2021-09-01T07:03Z,00:38,00:22R,breast,00:16L,,2021-08-31T21:25Z,2021-08-31T22:03Z,30.416666666666668,31.05
sleep,2021-09-01T07:03Z,2021-09-01T08:06Z,,,,,,2021-08-31T22:03Z,2021-08-31T23:06Z,31.05,32.1
feed,2021-09-01T08:06Z,2021-09-01T08:25Z,00:18,00:18R,breast,,,2021-08-31T23:06Z,2021-08-31T23:25Z,32.1,32.416666666666664
sleep,2021-09-01T08:25Z,2021-09-01T09:28Z,,,,,,2021-08-31T23:25Z,2021-09-01T00:28Z,32.416666666666664,33.46666666666667
feed,2021-09-01T20:26Z,2021-09-01T20:56Z,00:30,00:09R,breast,00:20L,,2021-09-01T11:26Z,2021-09-01T11:56Z,20.433333333333334,20.933333333333334
sleep,2021-09-01T20:56Z,2021-09-01T21:22Z,,,,,,2021-09-01T11:56Z,2021-09-01T12:22Z,20.933333333333334,21.366666666666667
feed,2021-09-01T21:22Z,2021-09-01T21:28Z,00:06,00:06R,breast,,,2021-09-01T12:22Z,2021-09-01T12:28Z,21.366666666666667,21.466666666666665
sleep,2021-09-01T21:28Z,2021-09-02T00:05Z,,,,,,2021-09-01T12:28Z,2021-09-01T15:05Z,21.466666666666665,24.083333333333332
feed,2021-09-02T00:05Z,2021-09-02T00:35Z,00:30,00:30R,breast,,,2021-09-01T15:05Z,2021-09-01T15:35Z,24.083333333333332,24.583333333333332
feed,2021-09-02T00:05Z,2021-09-02T00:22Z,00:17,00:17R,breast,,,2021-09-01T15:05Z,2021-09-01T15:22Z,24.083333333333332,24.366666666666667
sleep,2021-09-02T00:22Z,2021-09-02T03:47Z,,,,,,2021-09-01T15:22Z,2021-09-01T18:47Z,24.366666666666667,27.783333333333335
sleep,2021-09-02T00:35Z,2021-09-02T00:05Z,,,,,,2021-09-01T15:35Z,2021-09-01T15:05Z,24.583333333333332,24.083333333333332
feed,2021-09-02T03:47Z,2021-09-02T04:09Z,00:22,,breast,00:22L,,2021-09-01T18:47Z,2021-09-01T19:09Z,27.783333333333335,28.15
sleep,2021-09-02T04:09Z,2021-09-02T05:47Z,,,,,,2021-09-01T19:09Z,2021-09-01T20:47Z,28.15,29.783333333333335
feed,2021-09-02T05:47Z,2021-09-02T06:01Z,00:13,00:13R,breast,,,2021-09-01T20:47Z,2021-09-01T21:01Z,29.783333333333335,30.016666666666666
sleep,2021-09-02T06:01Z,2021-09-02T07:50Z,,,,,,2021-09-01T21:01Z,2021-09-01T22:50Z,30.016666666666666,31.833333333333332
feed,2021-09-02T07:50Z,2021-09-02T08:10Z,00:19,,breast,00:19L,,2021-09-01T22:50Z,2021-09-01T23:10Z,31.833333333333332,32.166666666666664
sleep,2021-09-02T08:10Z,2021-09-02T09:12Z,,,,,,2021-09-01T23:10Z,2021-09-02T00:12Z,32.166666666666664,33.2
feed,2021-09-02T20:12Z,2021-09-02T20:32Z,00:20,,breast,00:20L,,2021-09-02T11:12Z,2021-09-02T11:32Z,20.2,20.533333333333335
sleep,2021-09-02T20:32Z,2021-09-02T20:58Z,,,,,,2021-09-02T11:32Z,2021-09-02T11:58Z,20.533333333333335,20.966666666666665
feed,2021-09-02T20:58Z,2021-09-02T21:13Z,00:15,00:09R,breast,00:06L,,2021-09-02T11:58Z,2021-09-02T12:13Z,20.966666666666665,21.216666666666665
sleep,2021-09-02T21:13Z,2021-09-02T21:57Z,,,,,,2021-09-02T12:13Z,2021-09-02T12:57Z,21.216666666666665,21.95
feed,2021-09-02T21:57Z,2021-09-02T22:14Z,00:17,00:17R,breast,,,2021-09-02T12:57Z,2021-09-02T13:14Z,21.95,22.233333333333334
sleep,2021-09-02T22:14Z,2021-09-03T00:53Z,,,,,,2021-09-02T13:14Z,2021-09-02T15:53Z,22.233333333333334,24.883333333333333
feed,2021-09-03T00:53Z,2021-09-03T01:07Z,00:13,00:13R,breast,,,2021-09-02T15:53Z,2021-09-02T16:07Z,24.883333333333333,25.116666666666667
sleep,2021-09-03T01:07Z,2021-09-03T01:17Z,,,,,,2021-09-02T16:07Z,2021-09-02T16:17Z,25.116666666666667,25.283333333333335
feed,2021-09-03T01:17Z,2021-09-03T01:43Z,00:25,,breast,00:25L,,2021-09-02T16:17Z,2021-09-02T16:43Z,25.283333333333335,25.716666666666665
sleep,2021-09-03T01:43Z,2021-09-03T02:15Z,,,,,,2021-09-02T16:43Z,2021-09-02T17:15Z,25.716666666666665,26.25
feed,2021-09-03T02:15Z,2021-09-03T02:25Z,00:10,00:10R,breast,,,2021-09-02T17:15Z,2021-09-02T17:25Z,26.25,26.416666666666668
sleep,2021-09-03T02:25Z,2021-09-03T04:41Z,,,,,,2021-09-02T17:25Z,2021-09-02T19:41Z,26.416666666666668,28.683333333333334
feed,2021-09-03T04:41Z,2021-09-03T05:03Z,00:22,,breast,00:22L,,2021-09-02T19:41Z,2021-09-02T20:03Z,28.683333333333334,29.05
sleep,2021-09-03T05:03Z,2021-09-03T05:28Z,,,,,,2021-09-02T20:03Z,2021-09-02T20:28Z,29.05,29.466666666666665
feed,2021-09-03T05:28Z,2021-09-03T05:34Z,00:05,00:05R,breast,,,2021-09-02T20:28Z,2021-09-02T20:34Z,29.466666666666665,29.566666666666666
sleep,2021-09-03T05:34Z,2021-09-03T06:39Z,,,,,,2021-09-02T20:34Z,2021-09-02T21:39Z,29.566666666666666,30.65
feed,2021-09-03T06:39Z,2021-09-03T06:58Z,00:18,00:18R,breast,,,2021-09-02T21:39Z,2021-09-02T21:58Z,30.65,30.966666666666665
sleep,2021-09-03T06:58Z,2021-09-03T10:02Z,,,,,,2021-09-02T21:58Z,2021-09-03T01:02Z,30.966666666666665,34.03333333333333
feed,2021-09-03T20:37Z,2021-09-03T21:02Z,00:24,00:24R,breast,,,2021-09-03T11:37Z,2021-09-03T12:02Z,20.616666666666667,21.033333333333335
sleep,2021-09-03T21:02Z,2021-09-03T21:30Z,,,,,,2021-09-03T12:02Z,2021-09-03T12:30Z,21.033333333333335,21.5
feed,2021-09-03T21:30Z,2021-09-03T21:39Z,00:09,,breast,00:09L,,2021-09-03T12:30Z,2021-09-03T12:39Z,21.5,21.65
sleep,2021-09-03T21:39Z,2021-09-03T21:53Z,,,,,,2021-09-03T12:39Z,2021-09-03T12:53Z,21.65,21.883333333333333
feed,2021-09-03T21:53Z,2021-09-03T22:03Z,00:09,00:09R,breast,,,2021-09-03T12:53Z,2021-09-03T13:03Z,21.883333333333333,22.05
sleep,2021-09-03T22:03Z,2021-09-04T01:04Z,,,,,,2021-09-03T13:03Z,2021-09-03T16:04Z,22.05,25.066666666666666
feed,2021-09-04T01:04Z,2021-09-04T01:14Z,00:10,,breast,00:10L,,2021-09-03T16:04Z,2021-09-03T16:14Z,25.066666666666666,25.233333333333334
sleep,2021-09-04T01:14Z,2021-09-04T01:26Z,,,,,,2021-09-03T16:14Z,2021-09-03T16:26Z,25.233333333333334,25.433333333333334
feed,2021-09-04T01:26Z,2021-09-04T01:33Z,00:06,00:06R,breast,,,2021-09-03T16:26Z,2021-09-03T16:33Z,25.433333333333334,25.55
sleep,2021-09-04T01:33Z,2021-09-04T01:51Z,,,,,,2021-09-03T16:33Z,2021-09-03T16:51Z,25.55,25.85
feed,2021-09-04T01:51Z,2021-09-04T01:59Z,00:08,00:08R,breast,,,2021-09-03T16:51Z,2021-09-03T16:59Z,25.85,25.983333333333334
sleep,2021-09-04T01:59Z,2021-09-04T04:09Z,,,,,,2021-09-03T16:59Z,2021-09-03T19:09Z,25.983333333333334,28.15
feed,2021-09-04T04:09Z,2021-09-04T04:22Z,00:13,,breast,00:13L,,2021-09-03T19:09Z,2021-09-03T19:22Z,28.15,28.366666666666667
sleep,2021-09-04T04:22Z,2021-09-04T05:36Z,,,,,,2021-09-03T19:22Z,2021-09-03T20:36Z,28.366666666666667,29.6
feed,2021-09-04T05:36Z,2021-09-04T05:47Z,00:10,00:10R,breast,,,2021-09-03T20:36Z,2021-09-03T20:47Z,29.6,29.783333333333335
sleep,2021-09-04T05:47Z,2021-09-04T06:00Z,,,,,,2021-09-03T20:47Z,2021-09-03T21:00Z,29.783333333333335,30
feed,2021-09-04T06:00Z,2021-09-04T06:10Z,00:10,00:10R,breast,,,2021-09-03T21:00Z,2021-09-03T21:10Z,30,30.166666666666668
sleep,2021-09-04T06:10Z,2021-09-04T09:15Z,,,,,,2021-09-03T21:10Z,2021-09-04T00:15Z,30.166666666666668,33.25
sleep,2021-09-04T19:14Z,2021-09-04T20:19Z,,,,,,2021-09-04T10:14Z,2021-09-04T11:19Z,19.233333333333334,20.316666666666666
feed,2021-09-04T20:19Z,2021-09-04T20:45Z,00:25,00:08R,breast,00:17L,,2021-09-04T11:19Z,2021-09-04T11:45Z,20.316666666666666,20.75
sleep,2021-09-04T20:45Z,2021-09-04T20:57Z,,,,,,2021-09-04T11:45Z,2021-09-04T11:57Z,20.75,20.95
feed,2021-09-04T20:57Z,2021-09-04T21:17Z,00:20,,breast,00:20L,,2021-09-04T11:57Z,2021-09-04T12:17Z,20.95,21.283333333333335
sleep,2021-09-04T21:17Z,2021-09-04T21:31Z,,,,,,2021-09-04T12:17Z,2021-09-04T12:31Z,21.283333333333335,21.516666666666666
feed,2021-09-04T21:31Z,2021-09-04T21:40Z,00:08,00:08R,breast,,,2021-09-04T12:31Z,2021-09-04T12:40Z,21.516666666666666,21.666666666666668
sleep,2021-09-04T21:40Z,2021-09-05T00:36Z,,,,,,2021-09-04T12:40Z,2021-09-04T15:36Z,21.666666666666668,24.6
feed,2021-09-05T00:36Z,2021-09-05T00:52Z,00:15,,breast,00:15L,,2021-09-04T15:36Z,2021-09-04T15:52Z,24.6,24.866666666666667
sleep,2021-09-05T00:52Z,2021-09-05T02:18Z,,,,,,2021-09-04T15:52Z,2021-09-04T17:18Z,24.866666666666667,26.3
feed,2021-09-05T02:18Z,2021-09-05T02:26Z,00:08,00:08R,breast,,,2021-09-04T17:18Z,2021-09-04T17:26Z,26.3,26.433333333333334
sleep,2021-09-05T02:26Z,2021-09-05T03:50Z,,,,,,2021-09-04T17:26Z,2021-09-04T18:50Z,26.433333333333334,27.833333333333332
feed,2021-09-05T03:50Z,2021-09-05T04:03Z,00:12,00:12R,breast,,,2021-09-04T18:50Z,2021-09-04T19:03Z,27.833333333333332,28.05
sleep,2021-09-05T04:03Z,2021-09-05T04:10Z,,,,,,2021-09-04T19:03Z,2021-09-04T19:10Z,28.05,28.166666666666668
feed,2021-09-05T04:10Z,2021-09-05T04:18Z,00:08,,breast,00:08L,,2021-09-04T19:10Z,2021-09-04T19:18Z,28.166666666666668,28.3
sleep,2021-09-05T04:18Z,2021-09-05T04:37Z,,,,,,2021-09-04T19:18Z,2021-09-04T19:37Z,28.3,28.616666666666667
feed,2021-09-05T04:37Z,2021-09-05T04:46Z,00:08,00:08R,breast,,,2021-09-04T19:37Z,2021-09-04T19:46Z,28.616666666666667,28.766666666666666
sleep,2021-09-05T04:46Z,2021-09-05T05:38Z,,,,,,2021-09-04T19:46Z,2021-09-04T20:38Z,28.766666666666666,29.633333333333333
feed,2021-09-05T05:38Z,2021-09-05T05:54Z,00:15,,breast,00:15L,,2021-09-04T20:38Z,2021-09-04T20:54Z,29.633333333333333,29.9
sleep,2021-09-05T05:54Z,2021-09-05T07:54Z,,,,,,2021-09-04T20:54Z,2021-09-04T22:54Z,29.9,31.9
feed,2021-09-05T07:54Z,2021-09-05T08:22Z,00:27,00:27R,breast,,,2021-09-04T22:54Z,2021-09-04T23:22Z,31.9,32.36666666666667
sleep,2021-09-05T08:22Z,2021-09-05T09:36Z,,,,,,2021-09-04T23:22Z,2021-09-05T00:36Z,32.36666666666667,33.6
sleep,2021-09-05T19:09Z,2021-09-05T20:26Z,,,,,,2021-09-05T10:09Z,2021-09-05T11:26Z,19.15,20.433333333333334
feed,2021-09-05T20:26Z,2021-09-05T20:37Z,00:10,00:10R,breast,,,2021-09-05T11:26Z,2021-09-05T11:37Z,20.433333333333334,20.616666666666667
sleep,2021-09-05T20:37Z,2021-09-05T20:43Z,,,,,,2021-09-05T11:37Z,2021-09-05T11:43Z,20.616666666666667,20.716666666666665
feed,2021-09-05T20:43Z,2021-09-05T21:03Z,00:19,,breast,00:19L,,2021-09-05T11:43Z,2021-09-05T12:03Z,20.716666666666665,21.05
sleep,2021-09-05T21:03Z,2021-09-05T21:24Z,,,,,,2021-09-05T12:03Z,2021-09-05T12:24Z,21.05,21.4
feed,2021-09-05T21:24Z,2021-09-05T21:44Z,00:19,00:13R,breast,00:06L,,2021-09-05T12:24Z,2021-09-05T12:44Z,21.4,21.733333333333334
sleep,2021-09-05T21:44Z,2021-09-05T21:51Z,,,,,,2021-09-05T12:44Z,2021-09-05T12:51Z,21.733333333333334,21.85
feed,2021-09-05T21:51Z,2021-09-05T22:28Z,00:36,00:27R,breast,00:09L,,2021-09-05T12:51Z,2021-09-05T13:28Z,21.85,22.466666666666665
sleep,2021-09-05T22:28Z,2021-09-05T23:06Z,,,,,,2021-09-05T13:28Z,2021-09-05T14:06Z,22.466666666666665,23.1
feed,2021-09-05T23:06Z,2021-09-05T23:15Z,00:09,,breast,00:09L,,2021-09-05T14:06Z,2021-09-05T14:15Z,23.1,23.25
sleep,2021-09-05T23:15Z,2021-09-05T23:25Z,,,,,,2021-09-05T14:15Z,2021-09-05T14:25Z,23.25,23.416666666666668
feed,2021-09-05T23:25Z,2021-09-05T23:32Z,00:06,00:06R,breast,,,2021-09-05T14:25Z,2021-09-05T14:32Z,23.416666666666668,23.533333333333335
sleep,2021-09-05T23:32Z,2021-09-06T02:07Z,,,,,,2021-09-05T14:32Z,2021-09-05T17:07Z,23.533333333333335,26.116666666666667
feed,2021-09-06T02:07Z,2021-09-06T02:15Z,00:07,00:07R,breast,,,2021-09-05T17:07Z,2021-09-05T17:15Z,26.116666666666667,26.25
sleep,2021-09-06T02:15Z,2021-09-06T02:20Z,,,,,,2021-09-05T17:15Z,2021-09-05T17:20Z,26.25,26.333333333333332
feed,2021-09-06T02:20Z,2021-09-06T02:31Z,00:11,,breast,00:11L,,2021-09-05T17:20Z,2021-09-05T17:31Z,26.333333333333332,26.516666666666666
sleep,2021-09-06T02:31Z,2021-09-06T02:45Z,,,,,,2021-09-05T17:31Z,2021-09-05T17:45Z,26.516666666666666,26.75
feed,2021-09-06T02:45Z,2021-09-06T02:53Z,00:08,00:08R,breast,,,2021-09-05T17:45Z,2021-09-05T17:53Z,26.75,26.883333333333333
sleep,2021-09-06T02:53Z,2021-09-06T03:06Z,,,,,,2021-09-05T17:53Z,2021-09-05T18:06Z,26.883333333333333,27.1
feed,2021-09-06T03:06Z,2021-09-06T03:07Z,00:01,,breast,00:01L,,2021-09-05T18:06Z,2021-09-05T18:07Z,27.1,27.116666666666667
sleep,2021-09-06T03:07Z,2021-09-06T04:16Z,,,,,,2021-09-05T18:07Z,2021-09-05T19:16Z,27.116666666666667,28.266666666666666
feed,2021-09-06T04:16Z,2021-09-06T04:30Z,00:13,00:13R,breast,,,2021-09-05T19:16Z,2021-09-05T19:30Z,28.266666666666666,28.5
sleep,2021-09-06T04:30Z,2021-09-06T05:32Z,,,,,,2021-09-05T19:30Z,2021-09-05T20:32Z,28.5,29.533333333333335
feed,2021-09-06T05:32Z,2021-09-06T05:42Z,00:09,,breast,00:09L,,2021-09-05T20:32Z,2021-09-05T20:42Z,29.533333333333335,29.7
sleep,2021-09-06T05:42Z,2021-09-06T05:55Z,,,,,,2021-09-05T20:42Z,2021-09-05T20:55Z,29.7,29.916666666666668
feed,2021-09-06T05:55Z,2021-09-06T06:05Z,00:10,00:10R,breast,,,2021-09-05T20:55Z,2021-09-05T21:05Z,29.916666666666668,30.083333333333332
sleep,2021-09-06T06:05Z,2021-09-06T06:55Z,,,,,,2021-09-05T21:05Z,2021-09-05T21:55Z,30.083333333333332,30.916666666666668
feed,2021-09-06T06:55Z,2021-09-06T07:11Z,00:15,,breast,00:15L,,2021-09-05T21:55Z,2021-09-05T22:11Z,30.916666666666668,31.183333333333334
sleep,2021-09-06T07:11Z,2021-09-06T08:35Z,,,,,,2021-09-05T22:11Z,2021-09-05T23:35Z,31.183333333333334,32.583333333333336
feed,2021-09-06T08:35Z,2021-09-06T08:49Z,00:14,00:14R,breast,,,2021-09-05T23:35Z,2021-09-05T23:49Z,32.583333333333336,32.81666666666667
sleep,2021-09-06T08:49Z,2021-09-06T08:57Z,,,,,,2021-09-05T23:49Z,2021-09-05T23:57Z,32.81666666666667,32.95
feed,2021-09-06T08:57Z,2021-09-06T09:12Z,00:15,,breast,00:15L,,2021-09-05T23:57Z,2021-09-06T00:12Z,32.95,33.2
feed,2021-09-06T19:19Z,2021-09-06T19:40Z,00:20,00:14R,breast,00:06L,,2021-09-06T10:19Z,2021-09-06T10:40Z,19.316666666666666,19.666666666666668
sleep,2021-09-06T19:40Z,2021-09-06T19:49Z,,,,,,2021-09-06T10:40Z,2021-09-06T10:49Z,19.666666666666668,19.816666666666666
feed,2021-09-06T19:49Z,2021-09-06T19:52Z,00:02,00:02R,breast,,,2021-09-06T10:49Z,2021-09-06T10:52Z,19.816666666666666,19.866666666666667
sleep,2021-09-06T19:52Z,2021-09-06T20:32Z,,,,,,2021-09-06T10:52Z,2021-09-06T11:32Z,19.866666666666667,20.533333333333335
feed,2021-09-06T20:32Z,2021-09-06T20:42Z,00:09,00:09R,breast,,,2021-09-06T11:32Z,2021-09-06T11:42Z,20.533333333333335,20.7
sleep,2021-09-06T20:42Z,2021-09-06T21:28Z,,,,,,2021-09-06T11:42Z,2021-09-06T12:28Z,20.7,21.466666666666665
feed,2021-09-06T21:28Z,2021-09-06T21:35Z,00:07,,breast,00:07L,,2021-09-06T12:28Z,2021-09-06T12:35Z,21.466666666666665,21.583333333333332
sleep,2021-09-06T21:35Z,2021-09-06T21:40Z,,,,,,2021-09-06T12:35Z,2021-09-06T12:40Z,21.583333333333332,21.666666666666668
feed,2021-09-06T21:40Z,2021-09-06T21:50Z,00:09,00:09R,breast,,,2021-09-06T12:40Z,2021-09-06T12:50Z,21.666666666666668,21.833333333333332
sleep,2021-09-06T21:50Z,2021-09-06T22:07Z,,,,,,2021-09-06T12:50Z,2021-09-06T13:07Z,21.833333333333332,22.116666666666667
feed,2021-09-06T22:07Z,2021-09-06T22:19Z,00:11,,breast,00:11L,,2021-09-06T13:07Z,2021-09-06T13:19Z,22.116666666666667,22.316666666666666
sleep,2021-09-06T22:19Z,2021-09-07T00:59Z,,,,,,2021-09-06T13:19Z,2021-09-06T15:59Z,22.316666666666666,24.983333333333334
feed,2021-09-07T00:59Z,2021-09-07T01:08Z,00:08,00:08R,breast,,,2021-09-06T15:59Z,2021-09-06T16:08Z,24.983333333333334,25.133333333333333
sleep,2021-09-07T01:08Z,2021-09-07T03:15Z,,,,,,2021-09-06T16:08Z,2021-09-06T18:15Z,25.133333333333333,27.25
feed,2021-09-07T03:15Z,2021-09-07T03:29Z,00:13,,breast,00:13L,,2021-09-06T18:15Z,2021-09-06T18:29Z,27.25,27.483333333333334
sleep,2021-09-07T03:29Z,2021-09-07T05:24Z,,,,,,2021-09-06T18:29Z,2021-09-06T20:24Z,27.483333333333334,29.4
feed,2021-09-07T05:24Z,2021-09-07T05:46Z,00:22,00:22R,breast,,,2021-09-06T20:24Z,2021-09-06T20:46Z,29.4,29.766666666666666
sleep,2021-09-07T05:46Z,2021-09-07T06:24Z,,,,,,2021-09-06T20:46Z,2021-09-06T21:24Z,29.766666666666666,30.4
feed,2021-09-07T06:24Z,2021-09-07T06:39Z,00:15,,breast,00:15L,,2021-09-06T21:24Z,2021-09-06T21:39Z,30.4,30.65
sleep,2021-09-07T06:39Z,2021-09-07T09:28Z,,,,,,2021-09-06T21:39Z,2021-09-07T00:28Z,30.65,33.46666666666667
feed,2021-09-07T20:11Z,2021-09-07T20:25Z,00:13,00:13R,breast,,,2021-09-07T11:11Z,2021-09-07T11:25Z,20.183333333333334,20.416666666666668
sleep,2021-09-07T20:25Z,2021-09-07T20:53Z,,,,,,2021-09-07T11:25Z,2021-09-07T11:53Z,20.416666666666668,20.883333333333333
feed,2021-09-07T20:53Z,2021-09-07T21:12Z,00:18,,breast,00:18L,,2021-09-07T11:53Z,2021-09-07T12:12Z,20.883333333333333,21.2
sleep,2021-09-07T21:12Z,2021-09-07T21:25Z,,,,,,2021-09-07T12:12Z,2021-09-07T12:25Z,21.2,21.416666666666668
